,Text,Label
301,o kadar gerizekalı ve agresif hissediyorum ki tam timeline boşken millete sallayayım diyorum ama ben iyi biriyim,kızgın
302,Çok sinirliyim bana bulaşanı hücrelerine kadar parçalıyabilirim,kızgın
303,cidden bugün o kadar sinirliyim ki alnıma SATAŞMAYIN yazcam,kızgın
304,Bu nasıl bir hadsizlik Tüm filmde resmen sinirden küplere bindim. İslamı da yerden yere vurdu,kızgın
305,Çok sinirliyim her an camdan atlayabilirim,kızgın
306,Çok fena iftira atıldı üstüme şu an çok sinirliyim,kızgın
307,Sarılmayı sadece fiziksel olarak algılayanlara çok kızgınım. ,kızgın
308,Agresif oldum. Olur olmadık herşeye sinirlenir oldum,kızgın
309,Yüzüme karşı söyleyemeyip buradan laf gönderenlere sinir oluyorum kolaysa yüzüme söyle ,kızgın
310,beni seninle muhattap eden hayatın vizyonsuzluğuna da baya bir kızgınım.,kızgın
311,Herkese sinir oluyorum bu aralar niye böyle. ,kızgın
312,"Erzurumlu olmayan birine sinirlenince “çor, zıkkım, davun, gatıran” diyorum bir şey anlamıyor bu çok sinir bozucu :(",kızgın
313,Hala aramamış olman da çok sinir bozucu,kızgın
314,Zamanımı boşa harcadığım için kendime biraz kızgınım,kızgın
315,"Bilader bir kelime var ama nerde nasıl olursa olsun sinir bozucu. ""Peki""",kızgın
316,sinirliyim ve bu beni daha da çirkin yapıyor,kızgın
317,Yemin ederim kan beynimden sıçrıyor o derece sinirliyim..,kızgın
318,Genel olarak 7 öğün asabi ve agresifim ara öğünler sinirli.,kızgın
319,Az önce gördüğüm manzaradan dolayı ikinci öğretimlere kızgınım.,kızgın
320,"Bu aralar fazla tahammülsüz ve sinirliyim, hayrolsun.",kızgın
321,Google'un her soruya bir cevabı var çok sinir bozucu ya,kızgın
322,Ama eskisindende agresif oldum kafamda filler dans ediyor,kızgın
323,Beni 1.80 yaratmayanlara çok kızgınım 1.80 olmak benim hakkımdı,kızgın
324,rehberimde 300 kişi var halı sahaya gelicek bir adam bulamıyorum amk kafayı yiyeceğim,kızgın
325,Karadenizli olmayanların şive yapmaya çalışması çok sinir bozucu değil mi,kızgın
326,Annem beyaz pantolonla cebinde olan 50 lirayı yıkamış isyan ettim sinirliyim beyazlarla yıkanır mı diye,kızgın
327,Çok fena sinirliyim çarşıya iniyorum ortalığı birbirine katacağım,kızgın
328,Müezzinden 1 saat önce uyandığım şu hayata kırgın ve kızgınım,kızgın
329,"Spor hocama bugün sinirliyim dedim beni ona göre çalıştır, şu an sinirli oldum şeyi unuttum hocaya sinirliyim",kızgın
330,Taehyunga yapılan sakız meselesine o kadar sinirliyim ki anlatamam,kızgın
331,Çok kızgınım bazı kişilere... benim için şu an sıfırlar..,kızgın
332,Bende böyleyim sinirliyim agresifim,kızgın
333,Çok sinirliyim örtmene hastayım diyip gitmeyeceğim derse amk ben matemetik öğrenmek istemiyorum,kızgın
334,Zeki insanlar daha çabuk sinirlenir diye okudum bir yerde ve ne oldu bilmiyorum bir anda küplere bindim.,kızgın
335,Nasıl domuz eti yersin sen ya sinirden küplere bindim uyuyamıyorum ! ,kızgın
336,Bundan sonra birine küfür edeceğim zaman sadece Hasan Ali Kaldırım diyecem..,kızgın
337,Ya nasıl pislik arkadaşlara sahibim yemin ederim düşündükçe kafayı yiyeceğim,kızgın
338,"Kafayı yiyeceğim ya, bir kediyi neden öldürür bir insan",kızgın
339,8 dakikada kontenjan nasıl doldurulabilir kafayı yiyeceğim bak,kızgın
340,Delireceğim kafayı yiyeceğim sus beynim sus,kızgın
341,Yahu şu 7 rakamındaki sır ne kafayı yiyeceğim niye 7 ya,kızgın
342,Çemensiz pastırma mı olur ya. Çok sinir oldum şu an. Başka da yok ha,kızgın
343,Kimse anlayamadı ya sinir oldum sağolsun bağıranlar yüzünden ,kızgın
344,Pasif agresiflikten nefret ederken pasif agresif oldum hayatım baya planladığım gibi gidiyor,kızgın
345,Hiç olmadığım kadar kızgınım hocaya ve takıma.,kızgın
346,Final haftamda çok agresifim uçan kusla bile kavga ediyorum,kızgın
347,5gb dün geceden bugüne bitti turkcelli allah alsın yani şu an çok kızgınım,kızgın
348,Aşırı agresifim ya biri bana selam verse de niye selam veriyosun diye kavga çıkarsam,kızgın
349,"Para yok diyorum sana, agresifim diyorum",kızgın
350,"Yine güzel bir çay içemedim, agresifim",kızgın
351,Germeyin oğlum beni sinirliyim agresifim bak,kızgın
352,Sevgilimi çok özledim bana ters yapan olursa başının üstünde yeri var agresifim kompleksliyim şu an,kızgın
353,Sinirlenemiyor oluşuma kızgınım,kızgın
354,İnşallah bir daha karşıma çıkmazsın senden nefret ediyorum NEFRET,kızgın
355,modüler aritmetik senden nefret ediyorum,kızgın
356,Yanımda olmadığın için sen suçlusun ama senden başka herkese kızgınım,kızgın
357,Şu heyecanlanınca ve yalan söyleyince elimin ayağımın titremesinden nefret ediyorum,kızgın
358,iki kez sorlan sorulardan ve karşıma ikinci kez çıkan insanlardan nefret ediyorum,kızgın
359,"Çok sinirliyim, Allah'ım inşallah topunuzun belasını verir hiçbirinize ayık kafayla dayanamıyorum artık",kızgın
360,Allah'ım kafayı yiyeceğim. Kursta da uykum geldi dayanamıyorum ilk arada çıktım. ,kızgın
361,Can Manay eski sevgilisinin gözüne kezzap mı dökmüş kafayı yiyeceğim,kızgın
362,O kadar ders çalışıyorum nereye gidiyor bunlar çok merak ediyorum kafayı yiyeceğim,kızgın
363,"Bazı tarihlere çok kızgınım, takvim yapraklarıyla anlaşamıyorum",kızgın
364,Yürüyemediğim yolların içimde birikmesine kızgınım yalnızca,kızgın
365,Soyisimlerinizi kullanarak bir yerlere gelmenize aşırı kızgınım,kızgın
366,Bize bu ayrılığı reva görenlere de bir miktar kızgınım,kızgın
367,Git gide tahammülsüz bir insan oluyorum sürekli sinirliyim galiba ruh hastası oluyorum yavaştan,kızgın
368,Kafam karışık uykusuz aç ve agresifim bu anlamsız karmaşa içinde bir hiçim .,kızgın
369,kızgınım sinirliyim karşılaşsak bir kaşık suda boğarım ve yüzüne tükürürüm evet,kızgın
370,Kızgınım. Sana değil kendime. Her defasında kendimden çok karşımdakine değer verdiğim için kendime kızgınım.,kızgın
371,Öyle kızgınım ki -40`ta kalsam soğumam..,kızgın
372,medenicinin dersindeki ses kaydını dinliyorum adam o kadar yavaş konuşuyor ki vallahi kafayı koyup uyucam şimdi çok kızgınım,kızgın
373,Kaderimizde neden kolayca ekmek kazanmak nasip değilmiş bilmiyorum ve hayata kızgınım. ,kızgın
374,Erken uyandığım için kızgınım kendime. Bok vardı çünkü.,kızgın
375,Kızgınım ama kendime gider diyenlere gidenleri savunduğuma kızgınım,kızgın
376,Beni bu saatte uyandıran ALES'e de çok miktarda kızgınım.,kızgın
377,Beni seninle muhattap eden hayatın vizyonsuzluğunada baya bir kızgınım.,kızgın
378,"Herşeye ve herkese kızgınım, sebebini bilmiyorum..",kızgın
379,Muslera ya bu formuyla oldukça kızgınım çok kötü 1 senedir çok kötü.,kızgın
380,Tersimden mi kalktım acaba sinirden çıldıracağım bugün,kızgın
381,Aykut hoca yeter artık ya 2 on libero... Saldır diyoruz senin yaptığına bak ya sövdüreceksin illa kendine,kızgın
382,Ya sen değil ondan mesaj bekliyorum ben ay çıldıracağım,kızgın
383,Herkes bilip bilmeden Cengiz Han hakkında yorum yapıyor kafayı yiyeceğim artık,kızgın
384,Çıldıracam ya bu kadar gücü nerden alıyor ,kızgın
385,Şunu zıpırı gördükçe sövüyorum bir rahat bırak topçuları. İtici oğlu itici.,kızgın
386,Uzun bir süre girmeyip tekrar online olunca tuhaf oluyormuş takipten çıkan herkese ana bacı sövüyorum ,kızgın
387,Haluk Levent’in yaptıklarını görünce asıl yapması gereken ama yapmayan kurumlara daha bir sövüyorum,kızgın
388,20 dakikadır aralıksız sövüyorum. Bu asalaklar bizim vergimizden maaş alıyor. ,kızgın
389,Yeter artık sürekli yaptığınız saçma salak mum söndü muhabbetleri. Hepinizin mumu sönsün!!!,kızgın
390,Çift liberolar öpsün seni defol artık vizyonsuz şebelek yeter artık ya,kızgın
391,Allah'ım şu uçuğa ne iyi gelir bilen var mı çıldıracağım,kızgın
392,Site toplantısına oğlumu yolladım sinir küpü olmuş bir şekilde geldi ,kızgın
393,2 dakika ders çalışıyorum sinir küpü olup kalkıyorum neye sinirlendiğimi bende bilmiyorum ya,kızgın
394,Eko şu an karşımda sinir küpü. 'Tansu sen niye beni oyunda geçiyorsun strese sokuyorsun beni',kızgın
395,Herkes gergin şu an anasayfada herkes sinir küpü olmuş,kızgın
396,Şu an çok öfkeliyim sinirimi yatıştıracak şeyler yapmam lazım,kızgın
397,Çok sinirliyim kızgınım öfkeliyim yazıklar olsun alayina son 8 haftada galibiyet alamadık,kızgın
398,Bu hafta dışarı çıkıp eğlenenlere karşı çok öfkeliyim. bu havada evde edebiyat çalışmak bitiriyor beni,kızgın
399,"Uyuyamıyorum ya, delireceğim bir gün ",kızgın
400,"Her şeye öfkeliyim, başım da ince ince ağrıyor",kızgın
401,Demek sinir bozucu bir şekilde etrafımda dans edersin ha... .,kızgın
402,Bts’i etiketlerden sürekli Beşiktaş çıkıyor delireceğim,kızgın
403,Şu gelin evi sadece bana saçma gelmiyordur herhalde millete ne benim zevkimden ya ay çok sinir bozucu,kızgın
404,Gözlerinin içine böyle derin bakarken aklından ne geçtiğini anlamazsın ya işte bu sinir bozucu.,kızgın
405,Ağız şapırdatmak kadar sinir bozucu birşey yoktur herhalde.,kızgın
406,Heryerden okul zili yerine çalınan sinir bozucu müzik sesi geliyor. Öğrenci olsam teneffüse çıkmak istemem böyle zil sesi mi olur.,kızgın
407,Ucuz parfüm kokusunun baş ağrısı yapması kadar sinir bozucu bir şey olamaz.,kızgın
408,Doğal olmak basit bir tavırdır ve bildiğin en sinir bozucu tavır... ,kızgın
409,Karanlıkta işe gitmek icin hazırlanmak çok sinir bozucu... Uykum var,kızgın
410,Pazartesi ve 50 küsür hasta... şimdiden söyleyim çıldıracağım haberiniz olsun,kızgın
411,Herkese öfkeliyim en çok kendime,kızgın
412,Öfkeliyim. Dişlerimi son gücümle sıkıyorum. Şakaklarım çürüyor sanki,kızgın
413,evet genelde öfkeliyim çünkü çok ayıp ettiler bana,kızgın
414,O kadar öfkeliyim ki artık kelimelerim yetmiyor bunu atmaya içimden,kızgın
415,Toplumun her kesiminden insana öfkeliyim,kızgın
416,"herkese öfkeliyim, herkese ama herkese",kızgın
417,Kafayı yastığa koyduğu gibi uyuyan tiplerden nefret ediyorum.,kızgın
418,Misafir gelmesinden nefret ediyorum amk,kızgın
419,Sinirlenince cümle kuramamaktan nefret ediyorum,kızgın
420,Her şeyi yıktıktan sonra hiçbir şey yapmamış gibi davranan insanlardan nefret ediyorum.,kızgın
421,Beni annesiz bırakan lanet hastalık senden nefret ediyorum,kızgın
422,Nefret ediyorum pazar günü çalışmaktan .,kızgın
423,Şımarık memnuniyetsiz mıy mıy sosyete kızlarından da nefret ediyorum,kızgın
424,Geceleri acıkmaktan ve yavaş yürüyen insanlardan nefret ediyorum,kızgın
425,"Kendime kızgınım çünkü en büyük hatayı yaptım, sana değer verdim.",kızgın
426,Evet iş yerine geç kaldım... Işınlanmayı hala bulamayan bilim adamlarına kızgınım... ,kızgın
427,Seninle yaşamak isteyipte yaşayamadığım her şey için bu hayata ayrı ayrı kızgınım,kızgın
428,"Kaptana kızgınım, insan bizi de çağırır",kızgın
429,Varlığına çok alıştığım bir yaranın iyileşmesine kızgınım,kızgın
430,Çok kızgınım ve sakinleşemiyorum,kızgın
431,Eskisi gibi kalmayışınıza çok kızgınım,kızgın
432,Söz dizisini bunca zamandır izlememiş olan benliğime bir miktar kızgınım,kızgın
433,Gaza gelip biriyle çıkmak nedir lan mal mısın kızım sen,kızgın
434,Tam kızıcam mal mısın diyorum evet diyince konu kapanıyor,kızgın
435,Ne demek yürürken mesaj atamıyorum mal mısın,kızgın
436,Neden kendi tweetlerini beğeniyorsun kızım sen mal mısın?,kızgın
437,Mal mısın madem tekrar engelleyeceksin neden kaldırıp mesaj atıyorsun,kızgın
438,Kardeş mal mısın ne o özürlü özürlü hareketler defol git uzakta yaşa ya,kızgın
439,yapma işte şunu yapma mal mısın hangi köyün soğanısın davar,kızgın
440,Mal mısın demek istediğim herkese mal olduğunu vura vura öğretmek zorunda kaldım.,kızgın
441,Ne dengesiz herifler var dün A derken bugün Z diyor evladım sen mal mısın,kızgın
442,"Bugün var ya çok agresifim, sağa sola çatıyorum az önce virajdan dönemeyen arabaya saydım sövdüm gömdüm",kızgın
443,"Bugün de üzerimde Avrupa yakası huysuzluğu var, karşı yakada daha da agresifim haliyle",kızgın
444,Kardeşim uyandırdı daha 2 saat uyurdum ben agresifim,kızgın
445,Tam rüyanın ortasında annem uyandırdı. Agresifim bugün,kızgın
446,20 lik diş çıkarıyorum. Çok agresifim yaklaşmayın,kızgın
447,Geri geldim hiç olmadığım kadar agresifim yenilendim,kızgın
448,Bugün ki batak dozumu alamadım agresifim,kızgın
449,biri penaltıdan olmak üzere 16 şut attım fakat gol olmadı agresifim bir miktar,kızgın
450,Çok sinirliyim çok agresifim yaklaşmayın yanarsınız,kızgın
451,Yine engellemiş gerizekalı beyinsiz hacıobalı,kızgın
452,Allah boy veriyor tip veriyor ama zekadan kısıyor işte nabalım gerizekalı,kızgın
453,“Bir insan daha ne kadar gerizekalı olabilir ki” sorusunun yanıtı sensin,kızgın
454,"Ne gerizekalı bir topluluk bunlar ya, internetten Trabzonu geziyorlar",kızgın
455,Şu rezil feneri bu kadroyla yenemedin defol git rıza defol..,kızgın
456,Maçın özeti korkak hoca maçı verdi. defol git Rıza,kızgın
457,Mayısı bekleme erken seçim yap ve defol git !,kızgın
458,Aziz Yıldırım defol git hayatımızdan küflü peynir.,kızgın
459,Sen antranör değilsin aykut kocaman defol git,kızgın
460,mesajıma cevap vermeyip tweet atan insanlara sinir oluyorum delireceğim bir gün,kızgın
461,Antidepresan kullanmaya başladığımdan beri daha da agresif oldum bu işte bi terslik var,kızgın
462,Ben niye bu kadar agresif oldum ya kimseye katlanamıyorum,kızgın
463,Allah aşkına bi fırça neden 250 tl neden yani işin sinir bozucu yanı o fırçaya eşdeğer fırça bulamamak,kızgın
464,"Küfür eden kızlara itici diyenlere anlam veremiyorum, sinirlenince napsınlar örgü mü örsünler amk",kızgın
465,Hava soğudu kaloriferleri kapattılar bu nasıl yurt ya delireceğim,kızgın
466,"deneme sınavlarından, deneme sınavlarından sonra gelen nasıl geçti sorusundan ama en çok senden nefret ediyorum",kızgın
467,histoloji labından nefret ediyorum,kızgın
468,Lan site açılmıyor sinir hastası oldum,kızgın
469,Genç yaşımda sinir kanseri oldum galiba,kızgın
470,Otobüste uyuya kalıp yanlış durakta inmek nedir amk yine sinirlendim,kızgın
471,Ne kadar salak salak kişiler var ya bak yine sinirlendim,kızgın
472,Şu an gerçekten tam bir sinir küpüyüm,kızgın
473,Sinir küpüyüm bulaşanın canını fena yakarım,kızgın
474,Nasıl bir sinir küpüyüm şu an var ya bir dersi almam bir dk sürüyor,kızgın
475,Siz hiç nefret ettiniz mi? Ben ettim ilk kez. Ciğerlerime kadar.,kızgın
476,Gördükçe sinirlerim zıplıyor saçma sapan insanları ünlü etmeye bayılıyorsunuz,kızgın
477,Yağmurlu ve kapalı havalardan nefret ediyorum ,kızgın
478,Ya kızım mal mısın dışarı çıkıp geziyorsun işte ne var bunda,kızgın
479,7gb internet aldım aksam 1gb i gitmiş delireceğim ya saçmalık,kızgın
480,İçim daraldı yine sinirlendim bak,kızgın
481,Demek yayınlamadın hııııaağ çok sinirlendim hemen onu mahvedeceğim ,kızgın
482,Saatlerdir buraya giremedim bak elim ayağım titriyor sinirlendim,kızgın
483,Aşırı sinirlendim ya bu kadar insanlığınızı kaybetmiş olamazsınız,kızgın
484,Sinirlendim. Tiremin anasına sadece ben sövebilirim. Başkasına hak vermiyorum,kızgın
485,"Çok sinirlendim , gidip halıyı falan döveceğim.",kızgın
486,Şu an o kadar sinirliyim ki ilk gördüğüm insanı öldürebilirim,kızgın
487,Abimler şirket kurup adını MS koymuşlar şu an çok sinirliyim.,kızgın
488,Lan o kadar sinirliyim ki ettiğim küfürler yeterli gelmiyor,kızgın
489,Şu an çok sinirliyim rüzgar yüzünden fotoğraf çekilemiyorum,kızgın
490,Yazmayın bana sinirliyim ağzımda ters kelime çıkabilir ,kızgın
491,Uslu kız olayım derken sinir küpü oldum.,kızgın
492,Sinir küpü olduğum tek kelimelik mesajdan anlaşılıyor ,kızgın
493,Evet yine sinir küpü olduğum bir otobüs yolculuğu oluyor..,kızgın
494,Elim ayağim titriyor sinir küpü oldum amk,kızgın
495,Puzzle nasıl hobi olabilir tamamen sinir küpü olmak için ortaya atılmış bir şey,kızgın
496,Bana kimse ters cevap vermesin bu aralar yemin ederim sinir küpü gibiyim,kızgın
497,En çok toprağa kızgınım ve en çok toprağı kıskanırım,kızgın
498,Bayadır Ados dinleyemedim kendime kızgınım,kızgın
499,"Kızgınım hiç gelmeyişine, bilmeyişine, hissetmeyişine",kızgın
500,Çok kızgınım kendime şu herşeyi ayrıntı düşünmeden edemeyen kendime çok kızgınım.,kızgın
501,Senin şu an haberin yok ama çok kızgınım sana.,kızgın
502,"Neden hep çok kızgınım, neden hep bu kadar bağırmak istiyorum. Neden?",kızgın
503,Kendime çok kızgınım. Gidip tatlı ya da çikolata yiyip sakinleşeyim.,kızgın
504,Şu hayatı istediğim gibi yaşayamadığım için sana çok kızgınım dünya,kızgın
505,Uykumdan uyandırıp ders seçtirmelerine de kızgınım,kızgın
